3451101201.428571,  3344233122.857143
26352491531645521920.000000,  1861896407.142857
26352491532405379072.000000,  2333131165.714286
26352491530822365184.000000,  26352491532213542912.000000
26352491532704825344.000000,  4505711365.714286
3241775370.000000,  5979354637.142858
383981758.571429,  2433287494.285714
26352491532275826688.000000,  870144630.000000
1985811608.571429,  369447785.714286
26352491531811127296.000000,  26352491532438528000.000000
2639329828.571429,  1561846575.714286
3347953631.428571,  3736257877.142857
2654084905.714286,  2524058130.000000
26352491529216851968.000000,  26352491531596775424.000000
2527834985.714286,  4388354950.000000
26352491528017416192.000000,  26352491530244800512.000000
26352491530373570560.000000,  26352491528099123200.000000
1543466765.714286,  26352491533501739008.000000
26352491533055250432.000000,  1432177031.428571
26352491531081158656.000000,  26352491531499524096.000000
4269427547.142857,  2887565174.285714
26352491529580912640.000000,  26352491533603635200.000000
2205632280.000000,  1133611455.714286
26974968.571429,  3935883120.000000
3512708978.571429,  3261115725.714286
654449998.571429,  26352491531453857792.000000
26352491529253863424.000000,  378147114.285714
1181493598.571429,  26352491530120773632.000000
1462886267.142857,  26352491533381304320.000000
2573288211.428571,  2036899265.714286
26352491532328230912.000000,  26352491532898848768.000000
763086067.142857,  730476314.285714
26352491531959291904.000000,  26352491533538234368.000000
26352491533292519424.000000,  26352491531090771968.000000
26352491533525553152.000000,  26352491532900798464.000000
